"hfpxzc href","qBF1Pd","MW4etd","UY7F9","W4Efsd","W4Efsd 2","W4Efsd 3","W4Efsd 4","W4Efsd 5","FQ2IWe src","Jn12ke src","ah5Ghc","ah5Ghc 2","ah5Ghc 3","AJB7ye","AJB7ye 2","doJOZc","W4Efsd 6","A1zNzb href","J8zHNe","ah5Ghc 4","ah5Ghc 5"
"https://www.google.com/maps/place/The+Barking+Bean/data=!4m7!3m6!1s0x31da23242197cdb3:0xddfbc0a5697f382!8m2!3d1.3129253!4d103.9234084!16s%2Fg%2F11mpc4jdp3!19sChIJs82XISQj2jERgvOXVgq83w0?authuser=0&hl=en&rclk=1","The Barking Bean","4.5","(175)","Cafe","·","·","2 First St, #01-02 Siglap V","Closed","https://lh3.googleusercontent.com/gps-cs-s/AC9h4np3ETfvG1PBCyrfEEn2itYq54PsQBWQvH1t2UWdyoMEn747Pm4FRU8EYb-Lv19314KXBfasG-PABBq-OE2YWA_ZRb-TfiXheAchEbXZHqxmijK-2XNDSYcfPa8lQjqYYlPuuhvy=w80-h106-k-no","https://ssl.gstatic.com/local/servicebusiness/default_user.png","""A lovely","dog-friendly cafe","that serves contemporary","·","$20–30","","⋅ Opens 9 am Wed","","","brunch","food."""
"https://www.google.com/maps/place/PS.Cafe+Katong/data=!4m7!3m6!1s0x31da19067609c749:0xdc921e5fbddc2028!8m2!3d1.3055583!4d103.905033!16s%2Fg%2F11pcr6tf45!19sChIJSccJdgYZ2jERKCDcvV8ektw?authuser=0&hl=en&rclk=1","PS.Cafe Katong","4.3","(638)","Restaurant","·","·","112 E Coast Rd, #01-01/02/03 i12 Katong","Closes soon","https://lh3.googleusercontent.com/p/AF1QipOXVcWaSYJ3TmtZtgB6zOUdGFgnhUFLcntdSTwM=w115-h92-k-no","https://ssl.gstatic.com/local/servicebusiness/default_user.png","""","Dog friendly","at the outdoor patio, big plus!""","·","$$$","","⋅ 10 pm ⋅ Opens 8:30 am Wed","https://www.google.com/maps/reserve/v/dine/c/rsLaOpO7VUY?source=pa&opi=79508299&hl=en-MY&gei=AA8aaOCNJYqZ4-EPup7gyAM&sourceurl=https://www.google.com/search?tbm%3Dmap%26authuser%3D0%26hl%3Den%26gl%3Dmy%26pb%3D!4m12!1m3!1d64824.982750165604!2d101.75555871527452!3d3.062071495034847!2m3!1f0!2f0!3f0!3m2!1i1707!2i781!4f13.1!7i20!10b1!12m25!1m5!18b1!30b1!31m1!1b1!34e1!2m3!5m1!6e2!20e3!4b0!10b1!12b1!13b1!16b1!17m1!3e1!20m4!5e2!6b1!8b1!14b1!46m1!1b0!96b1!19m4!2m3!1i360!2i120!4i8!20m48!2m2!1i203!2i100!3m2!2i4!5b1!6m6!1m2!1i86!2i86!1m2!1i408!2i240!7m33!1m3!1e1!2b0!3e3!1m3!1e2!2b1!3e2!1m3!1e2!2b0!3e3!1m3!1e8!2b0!3e3!1m3!1e10!2b0!3e3!1m3!1e10!2b1!3e2!1m3!1e10!2b0!3e4!1m3!1e9!2b1!3e2!2b1!9b0!22m6!1s5w4aaLDeItqc4-EPnKTomQk:4!2s1i:0,t:11886,p:5w4aaLDeItqc4-EPnKTomQk:4!7e81!12e5!17s5w4aaLDeItqc4-EPnKTomQk:136!18e15!24m107!1m32!13m9!2b1!3b1!4b1!6i1!8b1!9b1!14b1!20b1!25b1!18m21!3b1!4b1!5b1!6b1!9b1!12b1!13b1!14b1!17b1!20b1!21b1!22b1!25b1!27m1!1b0!28b0!32b1!33m1!1b1!34b0!36e1!10m1!8e3!11m1!3e1!14m1!3b0!17b1!20m2!1e3!1e6!24b1!25b1!26b1!29b1!30m1!2b1!36b1!39m3!2m2!2i1!3i1!43b1!52b1!54m1!1b1!55b1!56m1!1b1!65m5!3m4!1m3!1m2!1i224!2i298!72m22!1m8!2b1!5b1!7b1!12m4!1b1!2b1!4m1!1e1!4b1!8m10!1m6!4m1!1e1!4m1!1e3!4m1!1e4!3sother_user_google_review_posts__and__hotel_and_vr_partner_review_posts!6m1!1e1!9b1!89b1!98m3!1b1!2b1!3b1!103b1!113b1!114m3!1b1!2m1!1b1!117b1!122m1!1b1!125b0!126b1!127b1!26m4!2m3!1i80!2i92!4i8!30m28!1m6!1m2!1i0!2i0!2m2!1i530!2i781!1m6!1m2!1i1657!2i0!2m2!1i1707!2i781!1m6!1m2!1i0!2i0!2m2!1i1707!2i20!1m6!1m2!1i0!2i761!2m2!1i1707!2i781!34m19!2b1!3b1!4b1!6b1!8m6!1b1!3b1!4b1!5b1!6b1!7b1!9b1!12b1!14b1!20b1!23b1!25b1!26b1!31b1!37m1!1e81!42b1!47m0!49m10!3b1!6m2!1b1!2b1!7m2!1e3!2b1!8b1!9b1!10e2!50m4!2e2!3m2!1b1!3b1!67m3!7b1!10b1!14b1!69i732%26q%3Ddog%2Bfriendly%2Bcafe%2Bsingapore%26oq%3Ddog%2Bfriendly%2Bcafe%2Bsingapore%26gs_l%3Dmaps.3..38i72k1.10197.12570.2.12900.17.17.....99.959.13.13.....0....1..maps..4.13.1024.0..38i39i128k1j38i426k1j38i377i430i426k1.%26ech%3D2%26psi%3D5w4aaLDeItqc4-EPnKTomQk.1746538216970.1","Reserve a table","",""
"https://www.google.com/maps/place/Bee%27s+Knees+at+The+Garage/data=!4m7!3m6!1s0x31da1a049cf10815:0xd5b65a800f2f253a!8m2!3d1.318974!4d103.815589!16s%2Fg%2F11dxb1w_rf!19sChIJFQjxnAQa2jEROiUvD4BattU?authuser=0&hl=en&rclk=1","Bee's Knees at The Garage","4.0","(1,745)","Cafe","·","·","Cluny Park Rd, Level 1 The Garage, 50","Closes soon","https://lh3.googleusercontent.com/p/AF1QipONSYJq4FUmFU4VHKlkuwkSUlI7KhznuGKVeDhD=w138-h92-k-no","https://ssl.gstatic.com/local/servicebusiness/default_user.png","""A very","dog-friendly cafe","with relaxed outdoor seating.""","·","$20–30","","⋅ 10 pm ⋅ Opens 8 am Wed","https://www.google.com/maps/reserve/v/dine/c/SB3E7I1polc?source=pa&opi=79508299&hl=en-MY&gei=AA8aaOCNJYqZ4-EPup7gyAM&sourceurl=https://www.google.com/search?tbm%3Dmap%26authuser%3D0%26hl%3Den%26gl%3Dmy%26pb%3D!4m12!1m3!1d64824.982750165604!2d101.75555871527452!3d3.062071495034847!2m3!1f0!2f0!3f0!3m2!1i1707!2i781!4f13.1!7i20!10b1!12m25!1m5!18b1!30b1!31m1!1b1!34e1!2m3!5m1!6e2!20e3!4b0!10b1!12b1!13b1!16b1!17m1!3e1!20m4!5e2!6b1!8b1!14b1!46m1!1b0!96b1!19m4!2m3!1i360!2i120!4i8!20m48!2m2!1i203!2i100!3m2!2i4!5b1!6m6!1m2!1i86!2i86!1m2!1i408!2i240!7m33!1m3!1e1!2b0!3e3!1m3!1e2!2b1!3e2!1m3!1e2!2b0!3e3!1m3!1e8!2b0!3e3!1m3!1e10!2b0!3e3!1m3!1e10!2b1!3e2!1m3!1e10!2b0!3e4!1m3!1e9!2b1!3e2!2b1!9b0!22m6!1s5w4aaLDeItqc4-EPnKTomQk:4!2s1i:0,t:11886,p:5w4aaLDeItqc4-EPnKTomQk:4!7e81!12e5!17s5w4aaLDeItqc4-EPnKTomQk:136!18e15!24m107!1m32!13m9!2b1!3b1!4b1!6i1!8b1!9b1!14b1!20b1!25b1!18m21!3b1!4b1!5b1!6b1!9b1!12b1!13b1!14b1!17b1!20b1!21b1!22b1!25b1!27m1!1b0!28b0!32b1!33m1!1b1!34b0!36e1!10m1!8e3!11m1!3e1!14m1!3b0!17b1!20m2!1e3!1e6!24b1!25b1!26b1!29b1!30m1!2b1!36b1!39m3!2m2!2i1!3i1!43b1!52b1!54m1!1b1!55b1!56m1!1b1!65m5!3m4!1m3!1m2!1i224!2i298!72m22!1m8!2b1!5b1!7b1!12m4!1b1!2b1!4m1!1e1!4b1!8m10!1m6!4m1!1e1!4m1!1e3!4m1!1e4!3sother_user_google_review_posts__and__hotel_and_vr_partner_review_posts!6m1!1e1!9b1!89b1!98m3!1b1!2b1!3b1!103b1!113b1!114m3!1b1!2m1!1b1!117b1!122m1!1b1!125b0!126b1!127b1!26m4!2m3!1i80!2i92!4i8!30m28!1m6!1m2!1i0!2i0!2m2!1i530!2i781!1m6!1m2!1i1657!2i0!2m2!1i1707!2i781!1m6!1m2!1i0!2i0!2m2!1i1707!2i20!1m6!1m2!1i0!2i761!2m2!1i1707!2i781!34m19!2b1!3b1!4b1!6b1!8m6!1b1!3b1!4b1!5b1!6b1!7b1!9b1!12b1!14b1!20b1!23b1!25b1!26b1!31b1!37m1!1e81!42b1!47m0!49m10!3b1!6m2!1b1!2b1!7m2!1e3!2b1!8b1!9b1!10e2!50m4!2e2!3m2!1b1!3b1!67m3!7b1!10b1!14b1!69i732%26q%3Ddog%2Bfriendly%2Bcafe%2Bsingapore%26oq%3Ddog%2Bfriendly%2Bcafe%2Bsingapore%26gs_l%3Dmaps.3..38i72k1.10197.12570.2.12900.17.17.....99.959.13.13.....0....1..maps..4.13.1024.0..38i39i128k1j38i426k1j38i377i430i426k1.%26ech%3D2%26psi%3D5w4aaLDeItqc4-EPnKTomQk.1746538216970.1","Reserve a table","",""
"https://www.google.com/maps/place/Stray+Cafe/data=!4m7!3m6!1s0x31da17192c28362b:0xf6a9e7adda2e082f!8m2!3d1.3454052!4d103.882168!16s%2Fg%2F11y419h8bs!19sChIJKzYoLBkX2jERLwgu2q3nqfY?authuser=0&hl=en&rclk=1","Stray Cafe","4.6","(128)","Dog cafe","·","2 Jln Lokam, #01-51/52 Kensington Square","","Closes soon","https://lh3.googleusercontent.com/gps-cs-s/AC9h4nqZPpWhVcyrR3f-0kZ2J7PkQEJN4GRkeZafXJ6GQPur6o5HhWU_J60TjIKaHCEe8WcY4y0i9K8AWTQfpQ0L0T48hM_gevCCXGqmXudBKlxOUnNqVo-fkfn8svFIOA1kLQHyLsM=w80-h106-k-no","https://ssl.gstatic.com/local/servicebusiness/default_user.png","""Each table is fenced so pets can roam within and not risk dog fights.""","","","","","","⋅ 10 pm ⋅ Opens 11 am Thu","","","",""
"https://www.google.com/maps/place/Daizu+Cafe/data=!4m7!3m6!1s0x31da19b70bcc01c7:0x9d72ea27a8455b7c!8m2!3d1.3153185!4d103.8534597!16s%2Fg%2F11jtt3sr2n!19sChIJxwHMC7cZ2jERfFtFqCfqcp0?authuser=0&hl=en&rclk=1","Daizu Cafe","4.1","(579)","Cafe","·","·","129 Rangoon Rd","Closed","https://lh3.googleusercontent.com/gps-cs-s/AC9h4no7yVcV-5sTLlVpIXTYOzG8-vBOaYsE_DnIH49B0ZH2cmeiKcXfrdt2TPDG3ufkpwo0xpyLONqFcy_XKbjLOacj4TdezqNuuE3gYPXQ4wBrGCy_nJ1mBXJgiTtlOpC8CHHkbLFt=w91-h92-k-no","https://ssl.gstatic.com/local/servicebusiness/default_user.png","""It has both outdoor (","pet friendly",") and indoor seating.""","·","$20–30","","⋅ Opens 11 am Wed","","","",""
"https://www.google.com/maps/place/What+The+Pug/data=!4m7!3m6!1s0x31da19f0b33c7f3d:0x5dcac703ade2441b!8m2!3d1.3015786!4d103.8585288!16s%2Fg%2F11rhsttys7!19sChIJPX88s_AZ2jERG0TirQPHyl0?authuser=0&hl=en&rclk=1","What The Pug","4.4","(251)","Dog cafe","·","·","80 Haji Ln","Closed","https://lh3.googleusercontent.com/gps-cs-s/AC9h4nr6vn_M8QMtwlaP6RxepMr4wvpcBx1ttxLjIfaFLBMUY_AahGPck3pGxdDsIqqq-jHeXczIoiPH_rzoAEumWBpjkDecZQmUMICs9_VCc6SL6_ULNu7aBPVx6vXoeXDFBaCndMyqeQ=w80-h106-k-no","https://ssl.gstatic.com/local/servicebusiness/default_user.png","""Lovely dogs, entry fee includes a photo with dogs and a drink :) had fun!""","","","","","","⋅ Opens 12 pm Wed","","","",""
"https://www.google.com/maps/place/NAYANA+Kpop+Cafe+%26+Restaurant@Flora+Vista,+nice+Korean+food@AMK+Singapore,+Outdoor+Pet+friendly,+vegetarian+options/data=!4m7!3m6!1s0x31da174ffcdb8493:0x4c255f5e01d5ad23!8m2!3d1.3917673!4d103.8505798!16s%2Fg%2F11gmv16zrt!19sChIJk4Tb_E8X2jERI63VAV5fJUw?authuser=0&hl=en&rclk=1","NAYANA Kpop Cafe & Restaurant@Flora Vista, nice Korean food@AMK Singapore, Outdoor Pet friendly, vegetarian options","4.7","(970)","Cafe","·","·","7 Ang Mo Kio Street 66, #01-13","Closes soon","https://lh3.googleusercontent.com/p/AF1QipNEWq92Ks0y2-ngkcCwWlZjnGHv4kWQMpKHxLqX=w92-h92-k-no","","Dine-in","Kerbside pickup","No-contact delivery","·","$20–30","","⋅ 10 pm ⋅ Opens 11 am Wed","","","",""
"https://www.google.com/maps/place/Four+Paws+Pet+Shop+%26+Cafe/data=!4m7!3m6!1s0x31da1113f0f7f8f3:0x89fbdb42011573b3!8m2!3d1.3423741!4d103.7762593!16s%2Fg%2F11sd9by1c6!19sChIJ8_j38BMR2jERs3MVAULb-4k?authuser=0&hl=en&rclk=1","Four Paws Pet Shop & Cafe","4.7","(456)","Cafe","·","144 Upper Bukit Timah Rd, #04-12 Beauty World Centre","","Closed","https://lh3.googleusercontent.com/gps-cs-s/AC9h4nogZCaOKEi09D2VGki0KUFYFlcjQQyJsTAZA5wpueFZCaCXesIoIsXVN48yquMAj4x5Mjmofj2Zy_7iTPuXW-cXUXthWUVRSnfNmAqytxjRlr4uvSBt8oks0M6Ht07CdHinxYg=w80-h106-k-no","https://ssl.gstatic.com/local/servicebusiness/default_user.png","""Very","nice","and clean","","","","⋅ Opens 10 am Wed","","","pet friendly cafe","."""
"https://www.google.com/maps/place/Into+The+Woods+Cafe/data=!4m7!3m6!1s0x31da17a9ede4d0f3:0xc6253415025de598!8m2!3d1.3833824!4d103.8755842!16s%2Fg%2F11s16lj8zq!19sChIJ89Dk7akX2jERmOVdAhU0JcY?authuser=0&hl=en&rclk=1","Into The Woods Cafe","4.3","(270)","Cafe","·","26 Jln Kelulut","","Closed","https://lh3.googleusercontent.com/gps-cs-s/AC9h4noV38VSyYAZ0Eb1Fd3o2zhdX1CZHRCZ-cgfhDUdyRr8XASVsrm_-f2bdOkDLPHzXWUNB8GH4QuOC2J_MFoVw5jwhOxd7WsBnKIR5RzQsDB1ZqdOz4vkTmBdJ8vUY0X-m6i-Tfa3=w122-h92-k-no","https://ssl.gstatic.com/local/servicebusiness/default_user.png","""A","pet friendly cafe",".""","·","$20–30","","⋅ Opens 9 am Wed","","","",""
"https://www.google.com/maps/place/The+Bark+Cafe/data=!4m7!3m6!1s0x31da3cf7ea833cfd:0x58955a84fd332e4e!8m2!3d1.3622362!4d103.9738262!16s%2Fg%2F1twyx171!19sChIJ_TyD6vc82jERTi4z_YRalVg?authuser=0&hl=en&rclk=1","The Bark Cafe","4.1","(1,236)","Grill","·","·","1000 Upper Changi Rd N","Open","https://lh3.googleusercontent.com/p/AF1QipM0_7wW6JXmT6tAYNkORABy_B08ly4htVPypf8Q=w122-h92-k-no","https://ssl.gstatic.com/local/servicebusiness/default_user.png","""Love the open air seating and the","pet friendly","atmosphere.""","·","$$","","⋅ Closes 12 am","https://www.google.com/maps/reserve/v/dine/c/yQSjnDWSWbs?source=pa&opi=79508299&hl=en-MY&gei=LA8aaOqBMv2c4-EP1afekAY&sourceurl=https://www.google.com/search?tbm%3Dmap%26authuser%3D0%26hl%3Den%26gl%3Dmy%26pb%3D!4m12!1m3!1d64824.982750165604!2d101.75555871527452!3d3.062071495034847!2m3!1f0!2f0!3f0!3m2!1i1707!2i781!4f13.1!7i20!8i20!10b1!12m25!1m5!18b1!30b1!31m1!1b1!34e1!2m3!5m1!6e2!20e3!4b0!10b1!12b1!13b1!16b1!17m1!3e1!20m4!5e2!6b1!8b1!14b1!46m1!1b0!96b1!19m4!2m3!1i360!2i120!4i8!20m48!2m2!1i203!2i100!3m2!2i4!5b1!6m6!1m2!1i86!2i86!1m2!1i408!2i240!7m33!1m3!1e1!2b0!3e3!1m3!1e2!2b1!3e2!1m3!1e2!2b0!3e3!1m3!1e8!2b0!3e3!1m3!1e10!2b0!3e3!1m3!1e10!2b1!3e2!1m3!1e10!2b0!3e4!1m3!1e9!2b1!3e2!2b1!9b0!22m5!1s5w4aaLDeItqc4-EPnKTomQk:198!2s1i:0,t:246204,p:5w4aaLDeItqc4-EPnKTomQk:198!7e81!12e22!17s5w4aaLDeItqc4-EPnKTomQk:199!24m107!1m32!13m9!2b1!3b1!4b1!6i1!8b1!9b1!14b1!20b1!25b1!18m21!3b1!4b1!5b1!6b1!9b1!12b1!13b1!14b1!17b1!20b1!21b1!22b1!25b1!27m1!1b0!28b0!32b1!33m1!1b1!34b0!36e1!10m1!8e3!11m1!3e1!14m1!3b0!17b1!20m2!1e3!1e6!24b1!25b1!26b1!29b1!30m1!2b1!36b1!39m3!2m2!2i1!3i1!43b1!52b1!54m1!1b1!55b1!56m1!1b1!65m5!3m4!1m3!1m2!1i224!2i298!72m22!1m8!2b1!5b1!7b1!12m4!1b1!2b1!4m1!1e1!4b1!8m10!1m6!4m1!1e1!4m1!1e3!4m1!1e4!3sother_user_google_review_posts__and__hotel_and_vr_partner_review_posts!6m1!1e1!9b1!89b1!98m3!1b1!2b1!3b1!103b1!113b1!114m3!1b1!2m1!1b1!117b1!122m1!1b1!125b0!126b1!127b1!26m4!2m3!1i80!2i92!4i8!30m28!1m6!1m2!1i0!2i0!2m2!1i530!2i781!1m6!1m2!1i1657!2i0!2m2!1i1707!2i781!1m6!1m2!1i0!2i0!2m2!1i1707!2i20!1m6!1m2!1i0!2i761!2m2!1i1707!2i781!34m19!2b1!3b1!4b1!6b1!8m6!1b1!3b1!4b1!5b1!6b1!7b1!9b1!12b1!14b1!20b1!23b1!25b1!26b1!31b1!37m1!1e81!42b1!46m1!1e9!47m0!49m10!3b1!6m2!1b1!2b1!7m2!1e3!2b1!8b1!9b1!10e2!50m26!1m21!2m7!1u3!4sOpen%2Bnow!5e1!9s0ahUKEwjgjaz7-Y6NAxWKzDgGHToPGDkQ_KkBCAcoAg!10m2!3m1!1e1!2m7!1u2!4sTop%2Brated!5e1!9s0ahUKEwjgjaz7-Y6NAxWKzDgGHToPGDkQ_KkBCAgoAw!10m2!2m1!1e1!3m1!1u2!3m1!1u3!4BIAE!2e2!3m2!1b1!3b1!59BQ2dBd0Fn!67m3!7b1!10b1!14b1!69i732%26q%3Ddog%2Bfriendly%2Bcafe%2Bsingapore%26ech%3D3%26psi%3D5w4aaLDeItqc4-EPnKTomQk.1746538216970.1","Reserve a table","",""
"https://www.google.com/maps/place/Little+Farms+Bar%2BGrill,+Serangoon+Garden+%28Restaurant%29/data=!4m7!3m6!1s0x31da175db4e7ab47:0x13fabc3e2b21082f!8m2!3d1.3650598!4d103.8651072!16s%2Fg%2F11s8hk0127!19sChIJR6vntF0X2jERLwghKz68-hM?authuser=0&hl=en&rclk=1","Little Farms Bar+Grill, Serangoon Garden (Restaurant)","4.5","(444)","Cafe","·","·","1 Maju Avenue, Serangoon Garden Way, #01-09/10/11 MyVillage at","Closed","https://lh3.googleusercontent.com/gps-cs-s/AC9h4nrPMcXcsdIbi-txkMW_z_yufDo2iaDAVQHrSK6AReWaMNoUPgefi8dSJcptN9zFMP-IMiMI9RV20eKdF5jYJHnd8sQyf5ge-DYFgaPssIwg3fmcZ7apx56cbwGIkipBhj4NO4LXlA=w80-h106-k-no","https://ssl.gstatic.com/local/servicebusiness/default_user.png","""Excellent food, service and","dog friendly","atmosphere.""","","","","⋅ Opens 8:30 am Wed","https://www.google.com/maps/reserve/v/dine/c/NBXBvmnNk7g?source=pa&opi=79508299&hl=en-MY&gei=LA8aaOqBMv2c4-EP1afekAY&sourceurl=https://www.google.com/search?tbm%3Dmap%26authuser%3D0%26hl%3Den%26gl%3Dmy%26pb%3D!4m12!1m3!1d64824.982750165604!2d101.75555871527452!3d3.062071495034847!2m3!1f0!2f0!3f0!3m2!1i1707!2i781!4f13.1!7i20!8i20!10b1!12m25!1m5!18b1!30b1!31m1!1b1!34e1!2m3!5m1!6e2!20e3!4b0!10b1!12b1!13b1!16b1!17m1!3e1!20m4!5e2!6b1!8b1!14b1!46m1!1b0!96b1!19m4!2m3!1i360!2i120!4i8!20m48!2m2!1i203!2i100!3m2!2i4!5b1!6m6!1m2!1i86!2i86!1m2!1i408!2i240!7m33!1m3!1e1!2b0!3e3!1m3!1e2!2b1!3e2!1m3!1e2!2b0!3e3!1m3!1e8!2b0!3e3!1m3!1e10!2b0!3e3!1m3!1e10!2b1!3e2!1m3!1e10!2b0!3e4!1m3!1e9!2b1!3e2!2b1!9b0!22m5!1s5w4aaLDeItqc4-EPnKTomQk:198!2s1i:0,t:246204,p:5w4aaLDeItqc4-EPnKTomQk:198!7e81!12e22!17s5w4aaLDeItqc4-EPnKTomQk:199!24m107!1m32!13m9!2b1!3b1!4b1!6i1!8b1!9b1!14b1!20b1!25b1!18m21!3b1!4b1!5b1!6b1!9b1!12b1!13b1!14b1!17b1!20b1!21b1!22b1!25b1!27m1!1b0!28b0!32b1!33m1!1b1!34b0!36e1!10m1!8e3!11m1!3e1!14m1!3b0!17b1!20m2!1e3!1e6!24b1!25b1!26b1!29b1!30m1!2b1!36b1!39m3!2m2!2i1!3i1!43b1!52b1!54m1!1b1!55b1!56m1!1b1!65m5!3m4!1m3!1m2!1i224!2i298!72m22!1m8!2b1!5b1!7b1!12m4!1b1!2b1!4m1!1e1!4b1!8m10!1m6!4m1!1e1!4m1!1e3!4m1!1e4!3sother_user_google_review_posts__and__hotel_and_vr_partner_review_posts!6m1!1e1!9b1!89b1!98m3!1b1!2b1!3b1!103b1!113b1!114m3!1b1!2m1!1b1!117b1!122m1!1b1!125b0!126b1!127b1!26m4!2m3!1i80!2i92!4i8!30m28!1m6!1m2!1i0!2i0!2m2!1i530!2i781!1m6!1m2!1i1657!2i0!2m2!1i1707!2i781!1m6!1m2!1i0!2i0!2m2!1i1707!2i20!1m6!1m2!1i0!2i761!2m2!1i1707!2i781!34m19!2b1!3b1!4b1!6b1!8m6!1b1!3b1!4b1!5b1!6b1!7b1!9b1!12b1!14b1!20b1!23b1!25b1!26b1!31b1!37m1!1e81!42b1!46m1!1e9!47m0!49m10!3b1!6m2!1b1!2b1!7m2!1e3!2b1!8b1!9b1!10e2!50m26!1m21!2m7!1u3!4sOpen%2Bnow!5e1!9s0ahUKEwjgjaz7-Y6NAxWKzDgGHToPGDkQ_KkBCAcoAg!10m2!3m1!1e1!2m7!1u2!4sTop%2Brated!5e1!9s0ahUKEwjgjaz7-Y6NAxWKzDgGHToPGDkQ_KkBCAgoAw!10m2!2m1!1e1!3m1!1u2!3m1!1u3!4BIAE!2e2!3m2!1b1!3b1!59BQ2dBd0Fn!67m3!7b1!10b1!14b1!69i732%26q%3Ddog%2Bfriendly%2Bcafe%2Bsingapore%26ech%3D3%26psi%3D5w4aaLDeItqc4-EPnKTomQk.1746538216970.1","Reserve a table","",""
"https://www.google.com/maps/place/Lola%27s/data=!4m7!3m6!1s0x31da1b2ffd9316e5:0x12f9995b7e7b412e!8m2!3d1.3120969!4d103.7943002!16s%2Fg%2F11s2q2r5gf!19sChIJ5RaT_S8b2jERLkF7fluZ-RI?authuser=0&hl=en&rclk=1","Lola's","4.4","(519)","Cafe","·","48 Lor Mambong","","Closed","https://lh3.googleusercontent.com/gps-cs-s/AC9h4noQQ6TQzLPd173sK4EJK7UIiGMc4GBawF78enXzjr37pQINZlCNyTc019x4an9MWXd848OfsLwgY0k5bdVhUww4Y18XhhELcP3clWwBbkmF967g1lrmH6_tT2no-d8_vSdFLAZnXQ=w150-h92-k-no","https://ssl.gstatic.com/local/servicebusiness/default_user.png","""Outdoor tables are","pet friendly",".""","·","$20–30","","⋅ Opens 10 am Wed","","","",""
"https://www.google.com/maps/place/Snow+Pawttage/data=!4m7!3m6!1s0x31da193b79d52431:0x28138063265b2824!8m2!3d1.3148188!4d103.8901362!16s%2Fg%2F11vm3lrp0r!19sChIJMSTVeTsZ2jERJChbJmOAEyg?authuser=0&hl=en&rclk=1","Snow Pawttage","4.9","(205)","Dog cafe","·","·","723 Geylang Rd","Closed","https://lh3.googleusercontent.com/gps-cs-s/AC9h4noguFTg2_LKltfkpLND_A2JUMzpGdFhBX30SnbhSXxsW2pzFyQiASJLTWxxaPyUeF_GzT1O1xfyL1x4C6ZY54pGtIT4kB5ZZ5cqBzJxUBKpDc7Zx90pwelWbLftdLU7oG52kfXhPA=w80-h95-k-no","https://ssl.gstatic.com/local/servicebusiness/default_user.png","""... interactive and the place is clean,","dogs","& owner/staff are","","","","⋅ Opens 2:30 pm Thu","","","friendly","."""
